Manufacturer,Payment_Sum,Payment_Count,Payment_Mean,Year
"SpineGuard, Inc.",63851.16,81,788.29,2018
"SpineSmith Holdings, LLC",54372.64,102,533.07,2018
Spineart SA,878553.68,53,16576.48,2018
Spineart USA Inc,945502.86,1046,903.92,2018
Spineology Inc.,376055.5,352,1068.34,2018
"Spiration, Inc.",138640.19,186,745.38,2018
Spirus Medical LLC,3524.75,1,3524.75,2018
"SportsTek Medical, Inc",126575.54,182,695.47,2018
"Sprout Pharmaceuticals, Inc.",27265.69,124,219.88,2018
"Stability Biologics, LLC",29598.8,32,924.96,2018
"Standard Bariatrics, Inc.",126042.09,10,12604.21,2018
"Statera Spine, Inc.",6504.11,10,650.41,2018
Steelhead Surgical Inc,86255.88,352,245.05,2018
Stelkast Inc.,20648.81,18,1147.16,2018
Stereotaxis Inc,37254.52,145,256.93,2018
"Sterilmed, Inc.",71711.4,157,456.76,2018
Stimwave Technologies Incorporated,1057219.93,2051,515.47,2018
Strategic Dentistry LLC,664955.75,260,2557.52,2018
Straumann USA LLC,3447273.56,29960,115.06,2018
"Streck, Inc.",8299.0,8,1037.38,2018
Strongbridge US INC.,340351.63,2143,158.82,2018
Stryker Corporation,91853783.19,112123,819.22,2018
"Sumitomo Dainippon Pharma Co., Ltd.",97959.72,113,866.9,2018
Summit Surgical Corp.,7022.87,48,146.31,2018
Sun Pharmaceutical Industries Inc.,1787359.59,17002,105.13,2018
Sunovion Pharmaceuticals Inc.,15134475.04,183901,82.3,2018
"Sunquest Information Systems, Inc.",2016.21,6,336.04,2018
"Supernus Pharmaceuticals, Inc.",3075652.0,54822,56.1,2018
"Supreme Orthopedic Systems, LLC",491139.63,644,762.64,2018
SurGenTec,2700.0,2,1350.0,2018
"Surefire Medical, Inc.",285649.75,308,927.43,2018
"Surgi-Care, Inc.",13222.02,4,3305.5,2018
"Surgical Specialties Corporation (US), Inc.",28716.6,176,163.16,2018
Surgical Theater LLC,59538.04,26,2289.92,2018
"Surmodics, Inc.",175.81,1,175.81,2018
Swedish Orphan Biovitrum AB,114035.46,72,1583.83,2018
"SynCardia Systems, LLC",234063.66,427,548.16,2018
Synapse Biomedical Inc,194649.0,16,12165.56,2018
Synaptive Medical Inc.,611608.84,777,787.14,2018
"Synergeyes, Inc.",17285.28,476,36.31,2018
Synergy Integrated Medical Solutions LLC,151800.0,1,151800.0,2018
"Synergy Orthopedics, LLC",50.0,4,12.5,2018
Synergy Pharmaceuticals Inc,3276980.05,44147,74.23,2018
Synthes GmbH,4001996.04,2287,1749.89,2018
Synthes USA Products LLC,384849.34,464,829.42,2018
"Sysmex America, Inc.",144660.41,137,1055.92,2018
Sysmex Inostics Inc,7366.23,530,13.9,2018
"T2 Biosystems, Inc.",33351.41,20,1667.57,2018
"TEAM 1, LLC",8936.67,24,372.36,2018
TEI Biosciences Inc,59931.4,1330,45.06,2018
TEI Medical Inc.,40803.67,1211,33.69,2018
"TELA Bio, Inc.",453231.85,1970,230.07,2018
"TESARO, Inc.",3814081.05,9669,394.46,2018
"THD AMERICA, INC.",11423.89,105,108.8,2018
"THE CAMERON-EHLEN GROUP, INC.",46909.22,389,120.59,2018
"TOLMAR Pharmaceuticals, Inc.",148702.53,3703,40.16,2018
TOPCON CORPORATION,105717.47,36,2936.6,2018
"TOPCON HEALTHCARE SOLUTIONS, INC.",10820.31,20,541.02,2018
"TOPCON MEDICAL SYSTEMS, INC.",188211.57,216,871.35,2018
Tactile Systems Technology Inc,637404.36,5601,113.8,2018
"Taiho Oncology, Inc.",1305982.14,3233,403.95,2018
"Takeda Pharmaceutical Company, Limited",374902.46,98,3825.54,2018
"Takeda Pharmaceuticals International, Inc.",474119.0,140,3386.56,2018
"Takeda Pharmaceuticals U.S.A., Inc.",19529431.32,213563,91.45,2018
"Tandem Diabetes Care, Inc.",1560372.07,6280,248.47,2018
"Taro Pharmaceuticals USA, Inc.",234916.72,10434,22.51,2018
Team_Makena_LLC,57432.37,145,396.09,2018
TearLab Corp,43898.47,213,206.1,2018
"Teikoku Pharma USA, Inc.",32206.25,2,16103.12,2018
Teleflex Incorporated,248860.02,25,9954.4,2018
Teleflex Medical Incorporated,504716.26,787,641.32,2018
"Teleflex Medical Trading (Shanghai) Co., Ltd.",662.0,4,165.5,2018
Tenex Health Inc.,28749.77,156,184.29,2018
TerSera Therapeutics LLC,177869.58,1414,125.79,2018
"Terumo BCT, Inc.",351301.26,680,516.62,2018
Terumo Cardiovascular Systems Corporation,128329.63,402,319.23,2018
Terumo Medical Corporation,1677977.64,7865,213.35,2018
"Teva Pharmaceuticals USA, Inc.",14131616.09,94019,150.31,2018
The Binding Site Inc.,10404.73,19,547.62,2018
The Institute of Musculoskeletal Science and Education,1155756.29,262,4411.28,2018
The Medicines Company,415054.44,233,1781.35,2018
The Orthopaedic Implant Company,165.05,5,33.01,2018
The Progressive Orthopaedics Company,173852.62,9,19316.96,2018
The Walman Optical Company,6387.4,92,69.43,2018
"Theragen, Inc.",155.56,3,51.85,2018
Theragenics Corporation,107291.96,51,2103.76,2018
Theratechnologies Inc.,254273.96,2317,109.74,2018
"Theravance Biopharma, Inc.",746497.96,3684,202.63,2018
Thermo Fisher Scientific Asheville LLC,71639.22,14,5117.09,2018
"Think Surgical, Inc.",300846.46,136,2212.11,2018
"ThromboGenics, Inc.",278488.26,94,2962.64,2018
"TissueTech, Inc.",288337.26,4939,58.38,2018
"Titan Pharmaceuticals, Inc.",70903.29,161,440.39,2018
"Titan Spine, LLC",761567.67,366,2080.79,2018
"Titan Surgical Group, LLC",119642.16,144,830.85,2018
Tokuyama Dental America Inc.,67586.25,115,587.71,2018
"Topera, Inc.",790884.05,16,49430.25,2018
Toray International America Inc.,229.48,3,76.49,2018
"Tosoh Bioscience, Inc.",230625.31,309,746.36,2018
"Total Joint Orthopedics, Inc.",261806.27,513,510.34,2018
"TrackX Technology, LLC",202.24,2,101.12,2018
"Transenterix, Inc.",285057.14,654,435.87,2018
Transonic Systems Inc.,55339.68,2,27669.84,2018
"Treace Medical Concepts, Inc.",1228519.45,1112,1104.78,2018
"TriMed, Inc.",528883.1,738,716.64,2018
TriReme Medical LLC,7401.93,31,238.77,2018
"Trice Medical, Inc.",364609.85,599,608.7,2018
Trilliant Surgical LLC.,316252.76,580,545.26,2018
Tris Pharma Inc,1003849.94,14245,70.47,2018
"Trumpf Medical Systems, Inc.",49462.36,88,562.07,2018
"Tryton Medical, Inc.",128556.33,35,3673.04,2018
Tulsa Dental Products LLC,3927373.92,11943,328.84,2018
"Turn-Key Medical, Inc.",2678.1,19,140.95,2018
"Tyber Medical, LLC",95039.46,19,5002.08,2018
UCB Biosciences Inc.,231497.67,151,1533.1,2018
UCB GmBH,35457.41,79,448.83,2018
UCB SA,827609.87,1179,701.96,2018
"UCB, Inc.",5231698.45,56337,92.86,2018
UNITED ORTHOPEDICS LLC,45169.0,32,1411.53,2018
UOC USA INC,446027.88,210,2123.94,2018
US Endoscopy,1407776.08,235,5990.54,2018
"US Implant Solutions, LLC",2067.68,13,159.05,2018
US Retina LLC,612958.0,68,9014.09,2018
"US WorldMeds, LLC",3366593.13,13631,246.98,2018
Ultradent Products Inc,704898.38,6773,104.07,2018
Ultragenyx Pharmaceutical Inc.,410195.92,517,793.42,2018
United Service Solutions LLC,2736.09,24,114.0,2018
United Therapeutics Corporation,4108377.78,7326,560.79,2018
"Universal Medical, Inc.",6295.5,2,3147.75,2018
Upsher-Smith Laboratories LLC,277320.93,3778,73.4,2018
UroGPO LLC,156521.09,223,701.89,2018
"UroMed, Inc.",1339.83,110,12.18,2018
"Uromedica, Incorporated",54995.45,36,1527.65,2018
VANTAGE TECHNOLOGY LLC,736.18,29,25.39,2018
"VASCULAR SOLUTIONS, INC.",453628.62,118,3844.31,2018
VAXSERVE INC.,125.0,5,25.0,2018
VDW GmbH,137018.68,12,11418.22,2018
"VENTANA MEDICAL SYSTEMS, INC.",2236275.69,565,3958.01,2018
VERTEX PHARMACEUTICALS INCORPORATED,13142.52,33,398.26,2018
"VGI Medical, LLC",3635.65,24,151.49,2018
VIEWRAY TECHNOLOGIES INC,204511.51,307,666.16,2018
VISIONARY OPTICS LLC,146952.33,52,2826.01,2018
"VIVUS, Inc.",538170.18,1775,303.19,2018
VOCO America Inc.,194262.35,2914,66.67,2018
"VYAIRE MEDICAL, INC.",150584.78,253,595.2,2018
"Valeritas, Inc.",437691.22,5742,76.23,2018
Validus Pharmaceuticals LLC,81661.31,1505,54.26,2018
Valneva Austria GmbH,52674.04,37,1423.62,2018
"Valneva USA, Inc.",106651.79,42,2539.33,2018
Vanda Pharmaceuticals Inc.,209857.22,11302,18.57,2018
Vapotherm Inc,289989.74,1824,158.99,2018
Varex Imaging Corporation,89328.36,72,1240.67,2018
"Varian Medical Systems, Inc.",4323875.6,2002,2159.78,2018
Vascular Graft Solutions Inc,1904.52,9,211.61,2018
"Vascular Insights, LLC",81444.59,535,152.23,2018
"Vascular Technology, Inc.",19989.74,5,3997.95,2018
"Vatech America, Inc.",147141.79,42,3503.38,2018
"Vector Surgical, LLC",13559.1,65,208.6,2018
Vectura Limited,54941.38,13,4226.26,2018
"Veloxis Pharmaceuticals, Inc.",585072.48,1651,354.37,2018
Venclose Inc.,84400.0,4,21100.0,2018
"Veniti, Inc.",28675.0,10,2867.5,2018
Ventripoint Diagnostics Ltd.,3287.82,1,3287.82,2018
"VentureMed Group, Inc.",39998.41,121,330.57,2018
"Veran Medical Technologies, Inc.",721139.63,1329,542.62,2018
Verathon Inc.,7000.0,28,250.0,2018
Vericel Corporation,503664.88,1145,439.88,2018
"Vermillion, Inc.",278781.68,302,923.12,2018
"Vertebral Technologies, Inc.",7797.24,72,108.3,2018
Vertex Pharmaceuticals Incorporated,2032628.85,2149,945.85,2018
"Vertical Pharmaceuticals, LLC",299549.61,15568,19.24,2018
"Vertiflex, Inc.",1633363.17,5027,324.92,2018
"Vertos Medical, Inc.",376832.5,2177,173.1,2018
Vifor (International) Ltd.,122356.24,73,1676.11,2018
Vifor Fresenius Medical Care Renal Pharma Ltd.,154833.29,85,1821.57,2018
ViiV Healthcare Company,2498792.42,20325,122.94,2018
"Vilex in Tennessee, Inc.",166528.77,129,1290.92,2018
Vioptix Inc,34179.21,99,345.24,2018
Virginia Blood Services,205.0,3,68.33,2018
"Virtual Imaging, Inc.",3933.28,4,983.32,2018
"Visant Medical, Inc.",108461.83,5,21692.37,2018
Vision RT LTD,338449.26,5,67689.85,2018
VisionCare Inc.,147038.12,94,1564.24,2018
"VisionRT, Inc.",19083.74,51,374.19,2018
"Visioneering Technologies, Inc.",1143513.71,4140,276.21,2018
"Vista Orthopedics, LLC",53920.0,1,53920.0,2018
"Vital Art and Science, LLC",7500.0,1,7500.0,2018
"Vital Images, Inc.",22623.52,61,370.88,2018
Vitrolife Inc.,4919.81,33,149.09,2018
Volk Optical Inc,50598.09,19,2663.06,2018
Volpara Solutions Inc,1544.96,19,81.31,2018
"Vyera Pharmaceuticals, LLC",19512.87,1116,17.48,2018
"W. L. Gore & Associates, Inc.",6325032.3,24201,261.35,2018
WARDLOW ENTERPRISES,105208.38,127,828.41,2018
WHITEHALL INTERNATIONAL INC,5756.67,4,1439.17,2018
"WRIGHT MEDICAL TECHNOLOGY, INC.",11685629.09,10421,1121.35,2018
Welch Allyn,362281.18,520,696.69,2018
"Wenzel Spine, Inc.",26356.76,95,277.44,2018
Werfen USA LLC,33645.38,35,961.3,2018
"West Therapeutics Development, LLC",91436.84,355,257.57,2018
West-Ward Pharmaceuticals,771309.17,4206,183.38,2018
Whip Mix Corporation,745.31,13,57.33,2018
"Wilmington Medical Supply, Inc.",14698.02,774,18.99,2018
Wilson Cook Medical Incorporated,1522376.7,321,4742.61,2018
WishBone Medical Inc.,33286.66,17,1958.04,2018
World Class Technology Corporation,66925.91,1722,38.87,2018
"Wound Management Technologies, Inc",195993.33,36,5444.26,2018
"Wright Medical Technology, Inc.",4802223.71,8566,560.61,2018
"X-spine Systems, Inc.",11132.59,202,55.11,2018
Xellia Pharmaceuticals,58352.15,14,4168.01,2018
Xenco Medical LLC,157213.69,30,5240.46,2018
"Young's Valley Contax, Inc.",130026.77,206,631.2,2018
"Z-Medica, LLC",85506.7,564,151.61,2018
ZOLL Circulation Inc,649151.82,256,2535.75,2018
ZOLL Medical Corporation,181517.35,388,467.83,2018
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),2924651.81,48494,60.31,2018
Zavation LLC,27777.27,29,957.84,2018
Zentech Inc.,88805.85,3,29601.95,2018
"Zest Holdings, LLC",316582.45,33,9593.41,2018
"Ziehm Imaging, Inc.",13823.92,6,2303.99,2018
Ziemer USA,84449.44,53,1593.39,2018
"Zimmer Biomet Holdings, Inc.",109692886.76,87318,1256.25,2018
Zydus Pharmaceuticals (USA) Inc.,106.9,2,53.45,2018
"b-ONE Ortho, Corp.",36075.8,4,9018.95,2018
b2d Marketing,5343.45,12,445.29,2018
bioMerieux,92942.11,159,584.54,2018
bsn medical inc,113611.93,21,5410.09,2018
"curasan, Inc.",837.68,20,41.88,2018
"iCAD, Inc",344636.81,133,2591.25,2018
"iRhythm Technologies, Inc.",288391.61,2170,132.9,2018
iScreen Vision Inc.,5269.04,40,131.73,2018
icometrix inc,14150.0,2,7075.0,2018
integrated dental systems,335639.74,19,17665.25,2018
phenox Inc.,15224.6,6,2537.43,2018
"ulrich medical USA, Inc.",98291.03,165,595.7,2018
NA,0.0,0,,2018
"180 Medical, Inc.",38265.06,1767,21.66,2019
3M Company,2676708.75,12173,219.89,2019
"4WEB, INC.",351734.05,430,817.99,2019
7D Surgical Inc.,37177.71,86,432.3,2019
"A-dec, Inc.",1684075.17,10620,158.58,2019
ABB Con-Cise Optical Group LLC,126566.18,4991,25.36,2019
ABIOMED,5144371.62,19278,266.85,2019
ACADIA Pharmaceuticals Inc,4983315.01,19330,257.8,2019
"ACE Surgical Supply Co., Inc.",40937.41,974,42.03,2019
"ACELL, INC.",3230774.47,6429,502.53,2019
"ACIST MEDICAL SYSTEMS, INC.",379800.32,585,649.23,2019
ACUMED LLC,4377630.32,2634,1661.97,2019
ADMA BioManufacturing LLC,106025.41,21,5048.83,2019
"ADVANCED RESPIRATORY, INC",127594.43,3449,36.99,2019
"AEGEA Medical, Inc.",1180.0,5,236.0,2019
"AI Therapeutics, Inc.",270687.5,4,67671.88,2019
AKEBIA THERAPEUTICS INC,1220402.46,7985,152.84,2019
"ALCRESTA THERAPEUTICS, INC.",221337.8,261,848.04,2019
"ALK-Abello, Inc",486332.29,5332,91.21,2019
ALLEN MEDICAL SYSTEMS,41375.92,29,1426.76,2019
"AMAG Pharmaceuticals, Inc.",1733305.33,18875,91.83,2019
"AMDT Holdings, Inc.",19023.0,3,6341.0,2019
"ANI Pharmaceuticals, Inc.",27.59,1,27.59,2019
APO-PHARMA INC.,21334.28,17,1254.96,2019
"APO-PHARMA USA, INC.",616.92,36,17.14,2019
APPLIED MEDICAL TECHNOLOGY INC,894254.78,210,4258.36,2019
APTEVO THERAPEUTICS INC,181694.53,118,1539.78,2019
"AQUESTIVE THERAPEUTICS, INC.",439622.6,2374,185.18,2019
"ARBOR PHARMACEUTICALS, INC.",508107.72,28707,17.7,2019
"ARGON MEDICAL DEVICES, INC.",135358.98,968,139.83,2019
ARKIS BIOSCIENCES INC,163930.81,38,4313.97,2019
"ARKRAY USA, Inc.",23710.81,11,2155.53,2019
"ASAHI INTECC CO., LTD.",50714.45,21,2414.97,2019
"ASAHI INTECC USA, INC.",148538.65,492,301.91,2019
"ASCEND Therapeutics US, LLC",10692.78,2102,5.09,2019
"ASD SPECIALTY HEALTHCARE, LLC",20713.19,299,69.27,2019
"ASPEN SURGICAL PRODUCTS, INC.",2688.25,12,224.02,2019
"ASSERTIO THERAPEUTICS, Inc.",109323.21,7794,14.03,2019
"AUGMENIX, INC.",265045.72,54,4908.25,2019
AV Medical Technologies Ltd.,230351.33,55,4188.21,2019
AXOGEN,2267019.39,5972,379.61,2019
"AbbVie, Inc.",58226022.58,329249,176.84,2019
Abbott Laboratories,35580385.78,156897,226.78,2019
"Ablative Solutions, Inc.",64969.22,21,3093.77,2019
"Abyrx, Inc",7164.27,30,238.81,2019
Accelerate Diagnostics Inc.,53627.98,115,466.33,2019
"Acclarent, Inc",805299.92,6168,130.56,2019
Accriva Diagnostics Inc.,2223.02,7,317.57,2019
"AcelRx Pharmaceuticals, Inc.",665511.07,1732,384.24,2019
"Acella Pharmaceuticals, LLC",4425.19,290,15.26,2019
"Acera Surgical, Inc.",38462.7,1129,34.07,2019
Acerta Pharma LLC,750183.75,90,8335.38,2019
Acessa Health Inc.,471789.82,1255,375.93,2019
"Aclaris Therapeutics, Inc.",681304.67,3236,210.54,2019
"Acorda Therapeutics, Inc",3468447.69,12488,277.74,2019
"Actelion Pharmaceuticals US, Inc.",2652472.32,25308,104.81,2019
"Actelion Pharmaceuticals, Ltd",834223.67,666,1252.59,2019
Acteon Inc,101397.65,310,327.09,2019
"Active Medical, LLC",42590.71,137,310.88,2019
"Actuated Medical, Inc.",28.26,1,28.26,2019
"Acuity Surgical Devices, LLC",192339.4,28,6869.26,2019
"Acutus Medical, Inc.",950867.15,592,1606.19,2019
"Adamas Pharmaceuticals, Inc.",1087632.85,6887,157.93,2019
Adaptive Biotechnologies Corporation,90141.29,121,744.97,2019
"Adare Pharmaceuticals, Inc.",251273.09,72,3489.9,2019
"Additive Orthopaedics, LLC",73391.84,15,4892.79,2019
Adlon Therapeutics L.P.,251401.78,4302,58.44,2019
Admedus Corporation,44747.43,31,1443.47,2019
Advanced Accelerator Applications,198095.63,553,358.22,2019
"Advanced Critical Devices, Inc.",292.2,12,24.35,2019
"Advanced Orthopaedic Solutions, Inc.",922686.02,349,2643.8,2019
Advanced Oxygen Therapy Inc.,16510.55,154,107.21,2019
"Advanced Respiratory, Inc",365.41,102,3.58,2019
Advanced Sterilization Products Services Inc.,7786.25,1,7786.25,2019
"Aegerion Pharmaceuticals, Inc.",7868595.88,622,12650.48,2019
"Aerie Pharmaceuticals, Inc.",3147065.0,19171,164.16,2019
Aerin Medical Inc.,298487.71,2809,106.26,2019
"AesDex, LLC",2437.5,1,2437.5,2019
Aesculap AG,669771.6,98,6834.4,2019
Aesculap Akademie GmbH,10162.36,24,423.43,2019
"Aesculap Biologics, LLC",42773.04,174,245.82,2019
"Aesculap Implant Systems, LLC",1650728.74,1160,1423.04,2019
"Aesculap, Inc.",336841.46,728,462.69,2019
"Afaxys, Inc.",304.21,2,152.1,2019
"Affordable Pharmaceuticals, LLC",258494.4,12,21541.2,2019
Agfa HealthCare Corporation,346858.41,56,6193.9,2019
Agfa US Corp.,217350.0,52,4179.81,2019
"Agilent Technologies, Inc.",1274729.71,181,7042.71,2019
"Agiliti Health, Inc.",698.13,9,77.57,2019
"Agiliti Surgical, Inc.",8124.58,269,30.2,2019
"Agios Pharmaceuticals, Inc.",2114897.44,2459,860.06,2019
"Air Techniques, Inc.",5872.24,196,29.96,2019
AireHealth,200.0,2,100.0,2019
"Akcea Therapeutics, Inc.",1268891.5,4848,261.74,2019
"Akorn, Inc.",295000.33,524,562.98,2019
"Alafair Biosciences,Inc.",4490.1,53,84.72,2019
Alcon Grieshaber AG,412.5,3,137.5,2019
Alcon Pharmaceuticals Ltd,164600.89,2,82300.45,2019
Alcon Puerto Rico Inc,8246.14,103,80.06,2019
Alcon Research LLC,3695109.66,1531,2413.53,2019
Alcon Vision LLC,15304066.9,76172,200.91,2019
"Alevio, LLC",147867.71,177,835.41,2019
"Alexion Pharmaceuticals, Inc.",8621928.77,34825,247.58,2019
"Alexza Pharmaceuticals, Inc.",171.44,1,171.44,2019
"Alimera Sciences, Inc.",648814.02,2976,218.02,2019
"Alkermes, Inc.",11970186.23,36821,325.09,2019
Allen Medical Systems,5600.0,7,800.0,2019
Allerderm  Laboratories,8825.03,5,1765.01,2019
Allergan Inc.,79718632.61,381369,209.03,2019
Almirall LLC,1441539.21,7578,190.23,2019
Alnylam Pharmaceuticals Inc.,3297350.23,4869,677.21,2019
Alon Medical Technology,206588.08,375,550.9,2019
Alpha Orthopedic Systems,210950.5,523,403.35,2019
"Alphatec Spine, Inc",5559785.99,2758,2015.88,2019
"Alpine Implant Alliance, LLC",205221.12,6,34203.52,2019
Amarin Pharma Inc.,9406684.7,114546,82.12,2019
Amaros Medical,457.65,2,228.82,2019
"Amendia, Inc.",1110503.07,153,7258.19,2019
American National Red Cross,13469.57,89,151.34,2019
American Regent,237433.86,55,4316.98,2019
"American Rheumatology Network, LLC",175000.0,2,87500.0,2019
AmerisourceBergen Drug Corporation,207553.93,22,9434.27,2019
Amgen Inc.,44033127.42,387662,113.59,2019
"Amicus Therapeutics, Inc.",292877.08,355,825.01,2019
Amneal Pharmaceuticals LLC,1769313.7,11293,156.67,2019
"Amnio Technology, LLC",21312.02,16,1332.0,2019
"Amniox Medical, Inc.",284740.33,1120,254.23,2019
Amplitude Orthopedics Corporation,121.49,1,121.49,2019
Amryt Pharma Holdings Ltd,3000.0,1,3000.0,2019
"Anaeropahrma Science, Inc.",400.0,1,400.0,2019
Analogic Corporation,1772.5,49,36.17,2019
"Ancora Heart, Inc.",171331.06,192,892.35,2019
"AngioDynamics, Inc.",4499340.72,3102,1450.46,2019
"Anika Therapeutics, Inc.",100017.57,103,971.04,2019
"Antares Pharma, Inc.",313959.43,12374,25.37,2019
Apollo Endosurgery US Inc,542831.75,1070,507.32,2019
Applied Medical Corporation,33800.0,2,16900.0,2019
Applied Medical Europe BV,77.53,1,77.53,2019
Applied Medical Resources Corporation,856185.19,782,1094.87,2019
"Aprecia Pharmaceuticals, LLC",4381.24,119,36.82,2019
"Aptis Medical, LLC",866352.62,4,216588.16,2019
Apyx Medical Corporation,980720.08,1557,629.88,2019
"Aquestive Therapeutics, Inc.",14226.6,40,355.66,2019
"Aries Pharmaceuticals, Inc.",64319.76,126,510.47,2019
Arjo Inc.,1000.0,1,1000.0,2019
Aroa Biosurgery Incorporated,55651.6,1464,38.01,2019
Array BioPharma Inc.,727624.53,2585,281.48,2019
"Arrinex, Inc.",29847.21,229,130.34,2019
"Arrow International, Inc.",481468.98,219,2198.49,2019
"Arrow Interventional, Inc.",14400.14,3,4800.05,2019
Artegraft Inc.,103388.92,64,1615.45,2019
"Arteriocyte Medical Systems, Inc.",419298.09,503,833.59,2019
"Arthrex, Inc.",78675665.81,43234,1819.76,2019
Arthrosurface Incorporated,1003880.44,2553,393.22,2019
"Asahi Kasei Medical Co., Ltd.",32600.0,1,32600.0,2019
Asahi Kasei Pharma Corporation,13500.0,1,13500.0,2019
Ascensia Diabetes Care US Inc.,26488.83,633,41.85,2019
"Ascension Orthopedics, Inc.",58288.58,51,1142.91,2019
"Aspire Bariatrics, Inc.",18174.14,17,1069.07,2019
Astellas Pharma Europe BV,14393.35,7,2056.19,2019
Astellas Pharma Global Development,516190.18,276,1870.25,2019
Astellas Pharma Inc,674795.0,127,5313.35,2019
Astellas Pharma US Inc,7027876.53,123520,56.9,2019
AstraZeneca AB,606104.81,531,1141.44,2019
AstraZeneca Pharmaceuticals LP,70507077.6,413859,170.36,2019
AstraZeneca UK Limited,2672097.57,3300,809.73,2019
"Asuragen, Inc.",11494.68,6,1915.78,2019
"Athenex Pharmaceutical Division, LLC",36562.91,138,264.95,2019
"AtriCure, Inc.",5638748.36,11081,508.87,2019
Atrium Medical Corporation,14893.94,27,551.63,2019
"Auris Health, Inc.",100274.83,186,539.11,2019
"Aurobindo Pharma USA, Inc.",326794.66,1784,183.18,2019
Austin Medical Ventures Inc,26225.75,9,2913.97,2019
"Avadel Specialty Pharmaceuticals, LLC",13496.12,672,20.08,2019
"Avanir Pharmaceuticals, Inc.",3546950.02,30194,117.47,2019
Avanos Medical,2341900.7,6660,351.64,2019
AveXis,577052.3,1556,370.86,2019
Avedro Inc.,64547.51,148,436.13,2019
"Avid Radiopharmaceuticals, Inc.",23517.77,35,671.94,2019
Avinger Inc.,41579.8,721,57.67,2019
Avion Pharmaceuticals,94865.56,6714,14.13,2019
"Avita Medical Americas, LLC",118015.97,190,621.14,2019
Axis360 Surgical Inc,10926.67,19,575.09,2019
"Aytu BioScience, Inc",126728.51,3866,32.78,2019
"Aziyo Biologics, Inc.",345027.15,1548,222.89,2019
B. Braun Australia Pty. Ltd.,82.8,1,82.8,2019
B. Braun Interventional Systems Inc.,54065.08,148,365.3,2019
B. Braun Medical Inc.,240008.4,186,1290.37,2019
B. Braun Medical OY,26864.96,5,5372.99,2019
B. Braun Medical UK Ltd.,13073.19,20,653.66,2019
B. Braun Melsungen AG,132029.67,18,7334.98,2019
B. Braun Miethke GmbH & Co. KG,1320.0,1,1320.0,2019
"BAMBOO THERAPEUTICS, INC.",7732.52,5,1546.5,2019
"BARD ACCESS SYSTEMS, INC.",47.5,1,47.5,2019
"BARD PERIPHERAL VASCULAR, INC.",4744464.96,10201,465.1,2019
BAXTER HEALTHCARE,1661210.29,6707,247.68,2019
"BECTON, DICKINSON AND COMPANY",11.44,2,5.72,2019
"BIOCODEX, INC.",37400.15,82,456.1,2019
"BIOLASE, INC.",342930.07,2395,143.19,2019
BIONESS INC,349177.45,78,4476.63,2019
BIOTRONIK INC.,4658009.54,16245,286.73,2019
BIOVERATIV THERAPEUTICS INC.,3942641.4,803,4909.89,2019
"BISCO, INC.",316866.63,68,4659.8,2019
BK Medical Holding Company Inc.,4847.8,23,210.77,2019
BOSTON SCIENTIFIC CORPORATION,24630.97,410,60.08,2019
BRACCO DIAGNOSTICS INC.,737970.48,298,2476.41,2019
"BREG, INC",630.15,29,21.73,2019
BTG International Canada Inc.,3112.78,32,97.27,2019
"BTG International, Inc.",544999.81,1257,433.57,2019
BUXTON BIOMEDICAL,1792.83,3,597.61,2019
"Back 2 Basics Direct, LLC",336.78,3,112.26,2019
"Balt USA, LLC",99843.31,211,473.19,2019
"Bard Access Systems, Inc.",100146.87,1520,65.89,2019
"Bard Peripheral Vascular, Inc.",183027.34,41,4464.08,2019
"Bardy Diagnostics, Inc.",29480.11,975,30.24,2019
"Baton Rouge Surgical Services, LLC",127200.0,1,127200.0,2019
"Bausch & Lomb, a division of Bausch Health US, LLC",12219133.43,71417,171.1,2019
"Bausch Health US, LLC",531820.76,9715,54.74,2019
Baxter Healthcare,1951544.57,1535,1271.36,2019
Bayer HealthCare Pharmaceuticals Inc.,8923353.34,41335,215.88,2019
Baylis Medical Company Inc,251263.24,232,1083.03,2019
"Beaver-Visitec International, Inc.",284468.72,133,2138.86,2019
"Beckman Coulter, Inc.",5704224.72,506,11273.17,2019
"Becton, Dickinson and Company",7977967.64,3706,2152.72,2019
Belmont Instrument LLC,11919.0,4,2979.75,2019
Benco Dental Supply Co.,234202.74,1578,148.42,2019
Benvenue Medical Inc,77291.51,122,633.54,2019
Berman Instruments LLC,395.13,2,197.56,2019
Bernhard Foerster GmbH,682135.0,84,8120.65,2019
"Biedermann Motech, Inc.",40272.17,140,287.66,2019
"Bio Products Laboratory USA, Inc.",10609.53,269,39.44,2019
"Bio-Rad Laboratories, Inc.",617943.53,626,987.13,2019
"BioCryst Pharmaceuticals, Inc.",342463.49,665,514.98,2019
"BioDelivery Sciences International, Inc.",596719.95,8180,72.95,2019
"BioFire Diagnostics, LLC",632165.06,803,787.25,2019
BioHorizons Implant Systems Inc.,1545633.2,10311,149.9,2019
BioMarin Pharmaceutical Inc.,2201508.3,1978,1113.0,2019
"BioMedical Enterprises, Inc.",1091.3,9,121.26,2019
"BioPro, Inc.",63583.24,144,441.55,2019
BioStable Science & Engineering,330355.14,121,2730.21,2019
"BioTrace Medical, Inc.",32544.78,5,6508.96,2019
"Biocartis US, Inc",986.99,10,98.7,2019
