Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
"Other Service Providers|Sleep Specialist, PhD",51828.92,75,691.05,2017
Other Service Providers|Specialist,32875938.87,142113,231.34,2017
Other Service Providers|Specialist|Graphics Designer,196.8,7,28.11,2017
Other Service Providers|Specialist|Research Study,358754.11,216,1660.9,2017
Pharmacy Service Providers|Pharmacist,23797.11,88,270.42,2017
Physician Assistants & Advanced Practice Nursing Providers|Advanced Practice Midwife,46.62,3,15.54,2017
Physician Assistants & Advanced Practice Nursing Providers|Anesthesiologist Assistant,281.94,2,140.97,2017
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist,198.69,4,49.67,2017
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Medical-Surgical,1657.33,16,103.58,2017
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Pediatrics,113.6,14,8.11,2017
"Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Psych/Mental Health, Adult",32.21,2,16.1,2017
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Anesthetist, Certified Registered",208.25,15,13.88,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner,180.12,3,60.04,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Acute Care,2490.93,85,29.31,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Adult Health,308.12,7,44.02,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Critical Care Medicine,107.47,7,15.35,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Gerontology,10304.91,115,89.61,2017
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Pediatrics, Critical Care",295.47,8,36.93,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Primary Care,149.84,9,16.65,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Psych/Mental Health,12110.8,11,1100.98,2017
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Women's Health,1134.16,74,15.33,2017
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant,140.99,5,28.2,2017
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Medical,3529.2,156,22.62,2017
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Surgical Technologist,602.66,33,18.26,2017
"Podiatric Medicine & Surgery Service Providers|Assistant, Podiatric",6033.52,42,143.66,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist,7347338.66,44819,163.93,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,12192249.44,68728,177.4,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,576570.82,6851,84.16,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|General Practice,464.58,3,154.86,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,956714.36,3627,263.78,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Public Medicine,322.0,13,24.77,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Radiology,335.8,11,30.53,2017
Podiatric Medicine & Surgery Service Providers|Podiatrist|Sports Medicine,128654.8,399,322.44,2017
Residential Treatment Facilities|Substance Abuse Rehabilitation Facility,158.36,8,19.8,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist",13.99,1,13.99,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Hand",12876.26,6,2146.04,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Orthotist",29.2,1,29.2,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist",494.15,9,54.91,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Electrophysiology, Clinical",1578.6,39,40.48,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Neurology",121.73,2,60.86,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Pulmonary Function Technologist",15039.05,45,334.2,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Practitioner",3719.9,133,27.97,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|General Care",10.96,1,10.96,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Palliative/Hospice",178.41,5,35.68,2017
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist",72.52,5,14.5,2017
"Speech, Language and Hearing Service Providers|Specialist/Technologist",83.33,6,13.89,2017
"Student, Health Care|Student in an Organized Health Care Education/Training Program",4266935.72,51763,82.43,2017
Suppliers|Durable Medical Equipment & Medical Supplies,187.25,3,62.42,2017
Suppliers|Durable Medical Equipment & Medical Supplies|Customized Equipment,58.57,3,19.52,2017
Suppliers|Non-Pharmacy Dispensing Site,677.03,41,16.51,2017
"Technologists, Technicians & Other Technical Service Providers|Pathology",10.75,1,10.75,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist",20258.26,3,6752.75,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Bone Densitometry",68.11,3,22.7,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Cardiovascular-Interventional Technology",84.52,5,16.9,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Magnetic Resonance Imaging",542.67,6,90.44,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Radiography",1209.14,12,100.76,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Sonography",17.67,1,17.67,2017
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Vascular-Interventional Technology",82.7,4,20.68,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular",438.37,22,19.93,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Cardiovascular Invasive Specialist",767.43,43,17.85,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Sonography",33.91,2,16.95,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Vascular Specialist",26226.95,57,460.12,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology",1391.53,12,115.96,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Hematology",302.36,2,151.18,2017
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Immunology",136.64,1,136.64,2017
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Electroneurodiagnostic",44.26,2,22.13,2017
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Nephrology",256.86,3,85.62,2017
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Surgical Assistant",155.6,4,38.9,2017
"Technologists, Technicians & Other Technical Service Providers|Technician, Cardiology",94.14,5,18.83,2017
"Technologists, Technicians & Other Technical Service Providers|Technician, Other|Clinical Laboratory Director, Non-physician",102.26,1,102.26,2017
Transportation Services|Ambulance,14.94,1,14.94,2017
NA,769175078.34,56539,13604.33,2017
Allopathic & Osteopathic Physicians|Allergy & Immunology,13684969.2,88370,154.86,2018
Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,2761927.72,20393,135.44,2018
Allopathic & Osteopathic Physicians|Allergy & Immunology|Clinical & Laboratory Immunology,296793.83,1197,247.95,2018
Allopathic & Osteopathic Physicians|Anesthesiology,20984511.38,89839,233.58,2018
Allopathic & Osteopathic Physicians|Anesthesiology|Addiction Medicine,69652.74,272,256.08,2018
Allopathic & Osteopathic Physicians|Anesthesiology|Critical Care Medicine,1461820.44,1897,770.6,2018
Allopathic & Osteopathic Physicians|Anesthesiology|Hospice and Palliative Medicine,5191.63,52,99.84,2018
Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,10110419.35,80836,125.07,2018
Allopathic & Osteopathic Physicians|Anesthesiology|Pediatric Anesthesiology,61085.67,501,121.93,2018
Allopathic & Osteopathic Physicians|Clinical Pharmacology,456656.67,149,3064.81,2018
Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,5423413.92,17400,311.69,2018
Allopathic & Osteopathic Physicians|Dermatology,55590171.06,342254,162.42,2018
Allopathic & Osteopathic Physicians|Dermatology|Clinical & Laboratory Dermatological Immunology,670071.89,1750,382.9,2018
Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology,560360.7,5037,111.25,2018
Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,1713702.67,11281,151.91,2018
Allopathic & Osteopathic Physicians|Dermatology|Pediatric Dermatology,1114389.56,2967,375.59,2018
Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,2567546.73,15037,170.75,2018
Allopathic & Osteopathic Physicians|Electrodiagnostic Medicine,3744.04,33,113.46,2018
Allopathic & Osteopathic Physicians|Emergency Medicine,9925935.85,40579,244.61,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,401861.94,2842,141.4,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Hospice and Palliative Medicine,2051.79,36,56.99,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Medical Toxicology,72438.86,58,1248.95,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Pediatric Emergency Medicine,24653.2,264,93.38,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Sports Medicine,76017.81,415,183.18,2018
Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,318724.87,1018,313.09,2018
Allopathic & Osteopathic Physicians|Family Medicine,48594228.99,1587439,30.61,2018
Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,306310.14,2400,127.63,2018
Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,143761.72,917,156.77,2018
Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,888497.02,11533,77.04,2018
Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,988418.21,10758,91.88,2018
Allopathic & Osteopathic Physicians|Family Medicine|Hospice and Palliative Medicine,53717.96,759,70.77,2018
Allopathic & Osteopathic Physicians|Family Medicine|Obesity Medicine,156767.24,395,396.88,2018
Allopathic & Osteopathic Physicians|Family Medicine|Sleep Medicine,163421.44,705,231.8,2018
Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,863037.37,12213,70.67,2018
Allopathic & Osteopathic Physicians|General Practice,27798252.49,148687,186.96,2018
Allopathic & Osteopathic Physicians|Hospitalist,2078138.07,28516,72.88,2018
Allopathic & Osteopathic Physicians|Independent Medical Examiner,247638.86,193,1283.1,2018
Allopathic & Osteopathic Physicians|Internal Medicine,97555368.43,1509722,64.62,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,830538.88,2487,333.95,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,127398.85,3596,35.43,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Adult Congenital Heart Disease,4823.09,57,84.62,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Advanced Heart Failure and Transplant Cardiology,2665014.92,7308,364.67,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,2102341.27,11253,186.82,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,84414989.4,590022,143.07,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical & Laboratory Immunology,37953.21,181,209.69,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,28524288.29,106646,267.47,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,3639774.57,24977,145.73,2018
"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",70850371.32,303214,233.66,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,56525096.95,414095,136.5,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,1677792.58,23894,70.22,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,10118566.73,16321,619.97,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,66086285.59,345714,191.16,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,2528116.02,4397,574.96,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Hospice and Palliative Medicine,283282.03,1221,232.01,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Hypertension Specialist,296219.73,349,848.77,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,17691924.98,81330,217.53,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,31049493.65,177596,174.83,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Magnetic Resonance Imaging (MRI),114727.75,139,825.38,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,29264631.11,81272,360.08,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,15631682.02,101335,154.26,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Obesity Medicine,17790.35,262,67.9,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,40441607.6,301550,134.11,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,43884497.18,296387,148.06,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,1114416.93,6530,170.66,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,183164.7,975,187.86,2018
Allopathic & Osteopathic Physicians|Internal Medicine|Transplant Hepatology,737273.79,1218,605.32,2018
Allopathic & Osteopathic Physicians|Legal Medicine,8070.8,439,18.38,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Biochemical Genetics,213571.99,305,700.24,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Cytogenetic,1604.2,29,55.32,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Genetics (M.D.),3331078.75,3234,1030.02,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Molecular Genetics,56961.11,86,662.34,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Molecular Genetic Pathology,48425.55,104,465.63,2018
Allopathic & Osteopathic Physicians|Medical Genetics|Ph.D. Medical Genetics,143739.84,197,729.64,2018
Allopathic & Osteopathic Physicians|Neurological Surgery,105651221.67,79514,1328.71,2018
Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,751265.23,5045,148.91,2018
"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",598118.89,1995,299.81,2018
Allopathic & Osteopathic Physicians|Nuclear Medicine,1253125.38,1373,912.69,2018
Allopathic & Osteopathic Physicians|Nuclear Medicine|In Vivo & In Vitro Nuclear Medicine,2431.16,8,303.9,2018
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Cardiology,4122873.09,2928,1408.09,2018
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Imaging & Therapy,56916.89,310,183.6,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,24249390.02,280548,86.44,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Critical Care Medicine,1848.71,63,29.34,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,1419216.04,6723,211.1,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,5713635.9,14753,387.29,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,3939348.83,23206,169.76,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Hospice and Palliative Medicine,13023.21,211,61.72,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,654182.7,2652,246.68,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obesity Medicine,3716.62,62,59.95,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,612567.43,7034,87.09,2018
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,5845543.39,12922,452.37,2018
Allopathic & Osteopathic Physicians|Ophthalmology,75494709.22,164753,458.23,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Cornea and External Diseases Specialist,99316.12,412,241.06,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Glaucoma Specialist,1012886.19,1946,520.5,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Neuro-ophthalmology,168676.36,342,493.21,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Ophthalmic Plastic and Reconstructive Surgery,455206.49,1313,346.69,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Pediatric Ophthalmology and Strabismus Specialist,43859.18,95,461.68,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,3632266.18,7037,516.17,2018
Allopathic & Osteopathic Physicians|Ophthalmology|Uveitis and Ocular Inflammatory Disease,353374.21,512,690.18,2018
Allopathic & Osteopathic Physicians|Oral & Maxillofacial Surgery,1016786.86,4327,234.99,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery,308481967.23,221761,1391.06,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,40842423.45,16455,2482.07,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,9651222.13,9347,1032.55,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,6829833.8,11528,592.46,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,56531673.23,33455,1689.78,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma,8461736.59,8761,965.84,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery,2597244.34,3327,780.66,2018
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,31541867.26,25769,1224.02,2018
Allopathic & Osteopathic Physicians|Otolaryngology,7809723.26,54217,144.05,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,1132273.61,4281,264.49,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngic Allergy,121316.38,645,188.09,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,734429.74,5797,126.69,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Otology & Neurotology,713894.75,2004,356.23,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,163715.98,1704,96.08,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,545149.77,2933,185.87,2018
Allopathic & Osteopathic Physicians|Otolaryngology|Sleep Medicine,126564.92,556,227.63,2018
Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,6681349.89,58151,114.9,2018
Allopathic & Osteopathic Physicians|Pain Medicine|Pain Medicine,3191670.98,34095,93.61,2018
Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology,2281124.54,1824,1250.62,2018
Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology,5862457.57,9965,588.3,2018
Allopathic & Osteopathic Physicians|Pathology|Blood Banking & Transfusion Medicine,3098607.71,1467,2112.21,2018
Allopathic & Osteopathic Physicians|Pathology|Chemical Pathology,2214.62,23,96.29,2018
Allopathic & Osteopathic Physicians|Pathology|Clinical Informatics,249.82,13,19.22,2018
Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology,476479.87,692,688.55,2018
Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology/Laboratory Medicine,832322.81,1148,725.02,2018
Allopathic & Osteopathic Physicians|Pathology|Cytopathology,345789.83,470,735.72,2018
Allopathic & Osteopathic Physicians|Pathology|Dermatopathology,131861.78,905,145.7,2018
Allopathic & Osteopathic Physicians|Pathology|Forensic Pathology,2263.99,63,35.94,2018
Allopathic & Osteopathic Physicians|Pathology|Hematology,397053.78,563,705.25,2018
Allopathic & Osteopathic Physicians|Pathology|Immunopathology,95215.06,61,1560.9,2018
Allopathic & Osteopathic Physicians|Pathology|Medical Microbiology,21741.93,51,426.31,2018
Allopathic & Osteopathic Physicians|Pathology|Molecular Genetic Pathology,35952.71,128,280.88,2018
Allopathic & Osteopathic Physicians|Pathology|Neuropathology,24086.61,76,316.93,2018
Allopathic & Osteopathic Physicians|Pathology|Pediatric Pathology,12405.04,36,344.58,2018
Allopathic & Osteopathic Physicians|Pediatrics,12027337.38,179601,66.97,2018
Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,248192.44,6831,36.33,2018
Allopathic & Osteopathic Physicians|Pediatrics|Child Abuse Pediatrics,524.52,9,58.28,2018
Allopathic & Osteopathic Physicians|Pediatrics|Clinical & Laboratory Immunology,85510.07,55,1554.73,2018
Allopathic & Osteopathic Physicians|Pediatrics|Developmental  Behavioral Pediatrics,192293.23,1588,121.09,2018
Allopathic & Osteopathic Physicians|Pediatrics|Hospice and Palliative Medicine,3772.38,64,58.94,2018
Allopathic & Osteopathic Physicians|Pediatrics|Medical Toxicology,165.51,10,16.55,2018
Allopathic & Osteopathic Physicians|Pediatrics|Neonatal-Perinatal Medicine,1365649.16,3329,410.23,2018
Allopathic & Osteopathic Physicians|Pediatrics|Neurodevelopmental Disabilities,2368638.64,1495,1584.37,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,1118567.26,3378,331.13,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,2877187.47,7623,377.44,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Critical Care Medicine,682370.44,1038,657.39,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Emergency Medicine,85362.6,572,149.24,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,3032895.79,13422,225.96,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,1382253.95,7917,174.59,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,6343734.2,8446,751.09,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Infectious Diseases,1580302.46,2629,601.1,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Nephrology,706997.89,1444,489.61,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,1640484.19,8187,200.38,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Rheumatology,810470.47,1498,541.04,2018
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Transplant Hepatology,5952.81,30,198.43,2018
Allopathic & Osteopathic Physicians|Pediatrics|Sleep Medicine,30286.08,195,155.31,2018
Allopathic & Osteopathic Physicians|Pediatrics|Sports Medicine,37094.85,159,233.3,2018
Allopathic & Osteopathic Physicians|Phlebology,58386.35,579,100.84,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,5731340.67,63719,89.95,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Brain Injury Medicine,3076.59,19,161.93,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Hospice and Palliative Medicine,10800.37,361,29.92,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Neuromuscular Medicine,30901.26,134,230.61,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,2393366.75,28091,85.2,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pediatric Rehabilitation Medicine,295730.6,660,448.08,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Spinal Cord Injury Medicine,424641.98,956,444.19,2018
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Sports Medicine,249333.49,1479,168.58,2018
Allopathic & Osteopathic Physicians|Plastic Surgery,15445517.55,38402,402.21,2018
Allopathic & Osteopathic Physicians|Plastic Surgery|Plastic Surgery Within the Head and Neck,17032032.92,895,19030.2,2018
Allopathic & Osteopathic Physicians|Plastic Surgery|Surgery of the Hand,568008.0,1518,374.18,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Aerospace Medicine,24634.14,244,100.96,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Clinical Informatics,138.99,4,34.75,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Medical Toxicology,418.6,8,52.32,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Obesity Medicine,25700.11,78,329.49,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,190387.37,1464,130.05,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Preventive Medicine/Occupational Environmental Medicine,266769.59,941,283.5,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Public Health & General Preventive Medicine,1266698.87,2093,605.21,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Sports Medicine,16441.13,212,77.55,2018
Allopathic & Osteopathic Physicians|Preventive Medicine|Undersea and Hyperbaric Medicine,102778.86,994,103.4,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Medicine,788499.76,3261,241.8,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Psychiatry,335675.6,2617,128.27,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Behavioral Neurology & Neuropsychiatry,142594.45,643,221.76,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Brain Injury Medicine,8734.79,28,311.96,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,1456269.69,26075,55.85,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Clinical Neurophysiology,1112693.02,10146,109.67,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Diagnostic Neuroimaging,11007.88,470,23.42,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Forensic Psychiatry,559515.19,2716,206.01,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Geriatric Psychiatry,406257.35,2467,164.68,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Hospice and Palliative Medicine,786.3,34,23.13,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurocritical Care,190758.32,572,333.49,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurodevelopmental Disabilities,22416.74,162,138.37,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,105636149.49,483607,218.43,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,7377706.08,24639,299.43,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neuromuscular Medicine,364946.31,1784,204.57,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Obesity Medicine,3138.89,5,627.78,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Pain Medicine,409918.54,2937,139.57,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,56101703.25,396283,141.57,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychosomatic Medicine,162201.05,1545,104.98,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Sleep Medicine,1280158.1,3863,331.39,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Sports Medicine,2631.44,80,32.89,2018
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,964178.24,3662,263.29,2018
Allopathic & Osteopathic Physicians|Radiology|Body Imaging,1967257.02,1649,1193.0,2018
